"","word_num_this_length","word_length","word_position","rep","word_num","p_correct_theory","prev_cor","prev_err","correct"
"605",77,5,5,1,605,0.55,1,3,1
"606",78,5,1,1,606,0.5,0,0,1
"607",78,5,2,1,607,0.55,1,0,1
"608",78,5,3,1,608,0.6,2,0,1
"609",78,5,4,1,609,0.65,3,0,1
"610",78,5,5,1,610,0.7,4,0,0
"611",79,5,1,1,611,0.5,0,0,0
"612",79,5,2,1,612,0.5,0,1,0
"613",79,5,3,1,613,0.5,0,2,1
"614",79,5,4,1,614,0.55,1,2,1
"615",79,5,5,1,615,0.6,2,2,0
"616",80,5,1,1,616,0.5,0,0,0
"617",80,5,2,1,617,0.5,0,1,1
"618",80,5,3,1,618,0.55,1,1,1
"619",80,5,4,1,619,0.6,2,1,1
"620",80,5,5,1,620,0.65,3,1,0
"621",81,5,1,1,621,0.5,0,0,1
"622",81,5,2,1,622,0.55,1,0,0
"623",81,5,3,1,623,0.55,1,1,1
"624",81,5,4,1,624,0.6,2,1,1
"625",81,5,5,1,625,0.65,3,1,0
"626",82,5,1,1,626,0.5,0,0,0
"627",82,5,2,1,627,0.5,0,1,0
"628",82,5,3,1,628,0.5,0,2,1
"629",82,5,4,1,629,0.55,1,2,1
"630",82,5,5,1,630,0.6,2,2,0
"631",83,5,1,1,631,0.5,0,0,0
"632",83,5,2,1,632,0.5,0,1,1
"633",83,5,3,1,633,0.55,1,1,1
"634",83,5,4,1,634,0.6,2,1,0
"635",83,5,5,1,635,0.6,2,2,1
"636",84,5,1,1,636,0.5,0,0,0
"637",84,5,2,1,637,0.5,0,1,0
"638",84,5,3,1,638,0.5,0,2,1
"639",84,5,4,1,639,0.55,1,2,1
"640",84,5,5,1,640,0.6,2,2,1
"641",1,6,1,1,641,0.5,0,0,1
"642",1,6,2,1,642,0.55,1,0,0
"643",1,6,3,1,643,0.55,1,1,1
"644",1,6,4,1,644,0.6,2,1,1
"645",1,6,5,1,645,0.65,3,1,1
"646",1,6,6,1,646,0.7,4,1,1
"647",2,6,1,1,647,0.5,0,0,0
"648",2,6,2,1,648,0.5,0,1,0
"649",2,6,3,1,649,0.5,0,2,1
"650",2,6,4,1,650,0.55,1,2,0
"651",2,6,5,1,651,0.55,1,3,1
"652",2,6,6,1,652,0.6,2,3,0
"653",3,6,1,1,653,0.5,0,0,0
"654",3,6,2,1,654,0.5,0,1,0
"655",3,6,3,1,655,0.5,0,2,1
"656",3,6,4,1,656,0.55,1,2,0
"657",3,6,5,1,657,0.55,1,3,0
"658",3,6,6,1,658,0.55,1,4,0
"659",4,6,1,1,659,0.5,0,0,0
"660",4,6,2,1,660,0.5,0,1,0
"661",4,6,3,1,661,0.5,0,2,0
"662",4,6,4,1,662,0.5,0,3,1
"663",4,6,5,1,663,0.55,1,3,1
"664",4,6,6,1,664,0.6,2,3,1
"665",5,6,1,1,665,0.5,0,0,1
"666",5,6,2,1,666,0.55,1,0,1
"667",5,6,3,1,667,0.6,2,0,1
"668",5,6,4,1,668,0.65,3,0,0
"669",5,6,5,1,669,0.65,3,1,0
"670",5,6,6,1,670,0.65,3,2,0
"671",6,6,1,1,671,0.5,0,0,1
"672",6,6,2,1,672,0.55,1,0,0
"673",6,6,3,1,673,0.55,1,1,1
"674",6,6,4,1,674,0.6,2,1,1
"675",6,6,5,1,675,0.65,3,1,0
"676",6,6,6,1,676,0.65,3,2,1
"677",7,6,1,1,677,0.5,0,0,1
"678",7,6,2,1,678,0.55,1,0,1
"679",7,6,3,1,679,0.6,2,0,1
"680",7,6,4,1,680,0.65,3,0,0
"681",7,6,5,1,681,0.65,3,1,0
"682",7,6,6,1,682,0.65,3,2,1
"683",8,6,1,1,683,0.5,0,0,1
"684",8,6,2,1,684,0.55,1,0,1
"685",8,6,3,1,685,0.6,2,0,1
"686",8,6,4,1,686,0.65,3,0,1
"687",8,6,5,1,687,0.7,4,0,1
"688",8,6,6,1,688,0.75,5,0,0
"689",9,6,1,1,689,0.5,0,0,1
"690",9,6,2,1,690,0.55,1,0,1
"691",9,6,3,1,691,0.6,2,0,1
"692",9,6,4,1,692,0.65,3,0,0
"693",9,6,5,1,693,0.65,3,1,0
"694",9,6,6,1,694,0.65,3,2,0
"695",10,6,1,1,695,0.5,0,0,0
"696",10,6,2,1,696,0.5,0,1,0
"697",10,6,3,1,697,0.5,0,2,0
"698",10,6,4,1,698,0.5,0,3,0
"699",10,6,5,1,699,0.5,0,4,1
"700",10,6,6,1,700,0.55,1,4,0
"701",11,6,1,1,701,0.5,0,0,1
"702",11,6,2,1,702,0.55,1,0,1
"703",11,6,3,1,703,0.6,2,0,1
"704",11,6,4,1,704,0.65,3,0,0
"705",11,6,5,1,705,0.65,3,1,1
"706",11,6,6,1,706,0.7,4,1,1
"707",12,6,1,1,707,0.5,0,0,0
"708",12,6,2,1,708,0.5,0,1,1
"709",12,6,3,1,709,0.55,1,1,0
"710",12,6,4,1,710,0.55,1,2,1
"711",12,6,5,1,711,0.6,2,2,1
"712",12,6,6,1,712,0.65,3,2,0
"713",13,6,1,1,713,0.5,0,0,1
"714",13,6,2,1,714,0.55,1,0,1
"715",13,6,3,1,715,0.6,2,0,1
"716",13,6,4,1,716,0.65,3,0,1
"717",13,6,5,1,717,0.7,4,0,1
"718",13,6,6,1,718,0.75,5,0,0
"719",14,6,1,1,719,0.5,0,0,0
"720",14,6,2,1,720,0.5,0,1,0
"721",14,6,3,1,721,0.5,0,2,1
"722",14,6,4,1,722,0.55,1,2,1
"723",14,6,5,1,723,0.6,2,2,1
"724",14,6,6,1,724,0.65,3,2,0
"725",15,6,1,1,725,0.5,0,0,0
"726",15,6,2,1,726,0.5,0,1,0
"727",15,6,3,1,727,0.5,0,2,0
"728",15,6,4,1,728,0.5,0,3,1
"729",15,6,5,1,729,0.55,1,3,0
"730",15,6,6,1,730,0.55,1,4,1
"731",16,6,1,1,731,0.5,0,0,1
"732",16,6,2,1,732,0.55,1,0,0
"733",16,6,3,1,733,0.55,1,1,1
"734",16,6,4,1,734,0.6,2,1,1
"735",16,6,5,1,735,0.65,3,1,0
"736",16,6,6,1,736,0.65,3,2,0
"737",17,6,1,1,737,0.5,0,0,0
"738",17,6,2,1,738,0.5,0,1,1
"739",17,6,3,1,739,0.55,1,1,0
"740",17,6,4,1,740,0.55,1,2,0
"741",17,6,5,1,741,0.55,1,3,1
"742",17,6,6,1,742,0.6,2,3,0
"743",18,6,1,1,743,0.5,0,0,0
"744",18,6,2,1,744,0.5,0,1,1
"745",18,6,3,1,745,0.55,1,1,1
"746",18,6,4,1,746,0.6,2,1,0
"747",18,6,5,1,747,0.6,2,2,1
"748",18,6,6,1,748,0.65,3,2,0
"749",19,6,1,1,749,0.5,0,0,0
"750",19,6,2,1,750,0.5,0,1,0
"751",19,6,3,1,751,0.5,0,2,1
"752",19,6,4,1,752,0.55,1,2,0
"753",19,6,5,1,753,0.55,1,3,1
"754",19,6,6,1,754,0.6,2,3,1
"755",20,6,1,1,755,0.5,0,0,1
"756",20,6,2,1,756,0.55,1,0,1
"757",20,6,3,1,757,0.6,2,0,1
"758",20,6,4,1,758,0.65,3,0,0
"759",20,6,5,1,759,0.65,3,1,1
"760",20,6,6,1,760,0.7,4,1,0
"761",21,6,1,1,761,0.5,0,0,0
"762",21,6,2,1,762,0.5,0,1,1
"763",21,6,3,1,763,0.55,1,1,1
"764",21,6,4,1,764,0.6,2,1,0
"765",21,6,5,1,765,0.6,2,2,1
"766",21,6,6,1,766,0.65,3,2,1
"767",22,6,1,1,767,0.5,0,0,0
"768",22,6,2,1,768,0.5,0,1,0
"769",22,6,3,1,769,0.5,0,2,1
"770",22,6,4,1,770,0.55,1,2,1
"771",22,6,5,1,771,0.6,2,2,1
"772",22,6,6,1,772,0.65,3,2,0
"773",23,6,1,1,773,0.5,0,0,0
"774",23,6,2,1,774,0.5,0,1,0
"775",23,6,3,1,775,0.5,0,2,0
"776",23,6,4,1,776,0.5,0,3,0
"777",23,6,5,1,777,0.5,0,4,1
"778",23,6,6,1,778,0.55,1,4,1
"779",24,6,1,1,779,0.5,0,0,0
"780",24,6,2,1,780,0.5,0,1,1
"781",24,6,3,1,781,0.55,1,1,0
"782",24,6,4,1,782,0.55,1,2,0
"783",24,6,5,1,783,0.55,1,3,1
"784",24,6,6,1,784,0.6,2,3,1
"785",25,6,1,1,785,0.5,0,0,0
"786",25,6,2,1,786,0.5,0,1,1
"787",25,6,3,1,787,0.55,1,1,1
"788",25,6,4,1,788,0.6,2,1,1
"789",25,6,5,1,789,0.65,3,1,1
"790",25,6,6,1,790,0.7,4,1,1
"791",26,6,1,1,791,0.5,0,0,1
"792",26,6,2,1,792,0.55,1,0,1
"793",26,6,3,1,793,0.6,2,0,1
"794",26,6,4,1,794,0.65,3,0,1
"795",26,6,5,1,795,0.7,4,0,1
"796",26,6,6,1,796,0.75,5,0,0
"797",27,6,1,1,797,0.5,0,0,1
"798",27,6,2,1,798,0.55,1,0,0
"799",27,6,3,1,799,0.55,1,1,1
"800",27,6,4,1,800,0.6,2,1,0
"801",27,6,5,1,801,0.6,2,2,0
"802",27,6,6,1,802,0.6,2,3,1
"803",28,6,1,1,803,0.5,0,0,0
"804",28,6,2,1,804,0.5,0,1,1
"805",28,6,3,1,805,0.55,1,1,1
"806",28,6,4,1,806,0.6,2,1,1
"807",28,6,5,1,807,0.65,3,1,0
"808",28,6,6,1,808,0.65,3,2,1
"809",29,6,1,1,809,0.5,0,0,0
"810",29,6,2,1,810,0.5,0,1,1
"811",29,6,3,1,811,0.55,1,1,1
"812",29,6,4,1,812,0.6,2,1,0
"813",29,6,5,1,813,0.6,2,2,0
"814",29,6,6,1,814,0.6,2,3,0
"815",30,6,1,1,815,0.5,0,0,0
"816",30,6,2,1,816,0.5,0,1,1
"817",30,6,3,1,817,0.55,1,1,0
"818",30,6,4,1,818,0.55,1,2,0
"819",30,6,5,1,819,0.55,1,3,1
"820",30,6,6,1,820,0.6,2,3,1
"821",31,6,1,1,821,0.5,0,0,0
"822",31,6,2,1,822,0.5,0,1,0
"823",31,6,3,1,823,0.5,0,2,1
"824",31,6,4,1,824,0.55,1,2,1
"825",31,6,5,1,825,0.6,2,2,1
"826",31,6,6,1,826,0.65,3,2,0
"827",32,6,1,1,827,0.5,0,0,0
"828",32,6,2,1,828,0.5,0,1,0
"829",32,6,3,1,829,0.5,0,2,1
"830",32,6,4,1,830,0.55,1,2,0
"831",32,6,5,1,831,0.55,1,3,0
"832",32,6,6,1,832,0.55,1,4,0
"833",33,6,1,1,833,0.5,0,0,1
"834",33,6,2,1,834,0.55,1,0,0
"835",33,6,3,1,835,0.55,1,1,1
"836",33,6,4,1,836,0.6,2,1,0
"837",33,6,5,1,837,0.6,2,2,0
"838",33,6,6,1,838,0.6,2,3,0
"839",34,6,1,1,839,0.5,0,0,0
"840",34,6,2,1,840,0.5,0,1,0
"841",34,6,3,1,841,0.5,0,2,1
"842",34,6,4,1,842,0.55,1,2,0
"843",34,6,5,1,843,0.55,1,3,1
"844",34,6,6,1,844,0.6,2,3,0
"845",35,6,1,1,845,0.5,0,0,1
"846",35,6,2,1,846,0.55,1,0,0
"847",35,6,3,1,847,0.55,1,1,1
"848",35,6,4,1,848,0.6,2,1,0
"849",35,6,5,1,849,0.6,2,2,1
"850",35,6,6,1,850,0.65,3,2,1
"851",36,6,1,1,851,0.5,0,0,1
"852",36,6,2,1,852,0.55,1,0,1
"853",36,6,3,1,853,0.6,2,0,0
"854",36,6,4,1,854,0.6,2,1,1
"855",36,6,5,1,855,0.65,3,1,1
"856",36,6,6,1,856,0.7,4,1,1
"857",37,6,1,1,857,0.5,0,0,1
"858",37,6,2,1,858,0.55,1,0,1
"859",37,6,3,1,859,0.6,2,0,0
"860",37,6,4,1,860,0.6,2,1,1
"861",37,6,5,1,861,0.65,3,1,1
"862",37,6,6,1,862,0.7,4,1,1
"863",38,6,1,1,863,0.5,0,0,0
"864",38,6,2,1,864,0.5,0,1,0
"865",38,6,3,1,865,0.5,0,2,1
"866",38,6,4,1,866,0.55,1,2,1
"867",38,6,5,1,867,0.6,2,2,1
"868",38,6,6,1,868,0.65,3,2,0
"869",39,6,1,1,869,0.5,0,0,1
"870",39,6,2,1,870,0.55,1,0,1
"871",39,6,3,1,871,0.6,2,0,0
"872",39,6,4,1,872,0.6,2,1,1
"873",39,6,5,1,873,0.65,3,1,1
"874",39,6,6,1,874,0.7,4,1,0
"875",40,6,1,1,875,0.5,0,0,0
"876",40,6,2,1,876,0.5,0,1,0
"877",40,6,3,1,877,0.5,0,2,0
"878",40,6,4,1,878,0.5,0,3,1
"879",40,6,5,1,879,0.55,1,3,1
"880",40,6,6,1,880,0.6,2,3,1
"881",41,6,1,1,881,0.5,0,0,0
"882",41,6,2,1,882,0.5,0,1,1
"883",41,6,3,1,883,0.55,1,1,1
"884",41,6,4,1,884,0.6,2,1,1
"885",41,6,5,1,885,0.65,3,1,1
"886",41,6,6,1,886,0.7,4,1,1
"887",42,6,1,1,887,0.5,0,0,1
"888",42,6,2,1,888,0.55,1,0,1
"889",42,6,3,1,889,0.6,2,0,0
"890",42,6,4,1,890,0.6,2,1,1
"891",42,6,5,1,891,0.65,3,1,1
"892",42,6,6,1,892,0.7,4,1,0
"893",43,6,1,1,893,0.5,0,0,1
"894",43,6,2,1,894,0.55,1,0,0
"895",43,6,3,1,895,0.55,1,1,0
"896",43,6,4,1,896,0.55,1,2,0
"897",43,6,5,1,897,0.55,1,3,0
"898",43,6,6,1,898,0.55,1,4,1
"899",44,6,1,1,899,0.5,0,0,0
"900",44,6,2,1,900,0.5,0,1,0
"901",44,6,3,1,901,0.5,0,2,0
"902",44,6,4,1,902,0.5,0,3,0
"903",44,6,5,1,903,0.5,0,4,1
"904",44,6,6,1,904,0.55,1,4,0
"905",45,6,1,1,905,0.5,0,0,0
"906",45,6,2,1,906,0.5,0,1,0
"907",45,6,3,1,907,0.5,0,2,1
"908",45,6,4,1,908,0.55,1,2,0
"909",45,6,5,1,909,0.55,1,3,1
"910",45,6,6,1,910,0.6,2,3,0
"911",46,6,1,1,911,0.5,0,0,0
"912",46,6,2,1,912,0.5,0,1,1
"913",46,6,3,1,913,0.55,1,1,1
"914",46,6,4,1,914,0.6,2,1,0
"915",46,6,5,1,915,0.6,2,2,0
"916",46,6,6,1,916,0.6,2,3,1
"917",47,6,1,1,917,0.5,0,0,0
"918",47,6,2,1,918,0.5,0,1,1
"919",47,6,3,1,919,0.55,1,1,1
"920",47,6,4,1,920,0.6,2,1,1
"921",47,6,5,1,921,0.65,3,1,1
"922",47,6,6,1,922,0.7,4,1,1
"923",48,6,1,1,923,0.5,0,0,0
"924",48,6,2,1,924,0.5,0,1,1
"925",48,6,3,1,925,0.55,1,1,1
"926",48,6,4,1,926,0.6,2,1,1
"927",48,6,5,1,927,0.65,3,1,1
"928",48,6,6,1,928,0.7,4,1,0
"929",49,6,1,1,929,0.5,0,0,0
"930",49,6,2,1,930,0.5,0,1,0
"931",49,6,3,1,931,0.5,0,2,1
"932",49,6,4,1,932,0.55,1,2,1
"933",49,6,5,1,933,0.6,2,2,1
"934",49,6,6,1,934,0.65,3,2,0
"935",50,6,1,1,935,0.5,0,0,1
"936",50,6,2,1,936,0.55,1,0,1
"937",50,6,3,1,937,0.6,2,0,0
"938",50,6,4,1,938,0.6,2,1,0
"939",50,6,5,1,939,0.6,2,2,0
"940",50,6,6,1,940,0.6,2,3,0
"941",51,6,1,1,941,0.5,0,0,0
"942",51,6,2,1,942,0.5,0,1,0
"943",51,6,3,1,943,0.5,0,2,1
"944",51,6,4,1,944,0.55,1,2,1
"945",51,6,5,1,945,0.6,2,2,1
"946",51,6,6,1,946,0.65,3,2,1
"947",52,6,1,1,947,0.5,0,0,0
"948",52,6,2,1,948,0.5,0,1,0
"949",52,6,3,1,949,0.5,0,2,0
"950",52,6,4,1,950,0.5,0,3,1
"951",52,6,5,1,951,0.55,1,3,1
"952",52,6,6,1,952,0.6,2,3,1
"953",53,6,1,1,953,0.5,0,0,0
"954",53,6,2,1,954,0.5,0,1,1
"955",53,6,3,1,955,0.55,1,1,0
"956",53,6,4,1,956,0.55,1,2,1
"957",53,6,5,1,957,0.6,2,2,0
"958",53,6,6,1,958,0.6,2,3,1
"959",54,6,1,1,959,0.5,0,0,1
"960",54,6,2,1,960,0.55,1,0,1
"961",54,6,3,1,961,0.6,2,0,1
"962",54,6,4,1,962,0.65,3,0,1
"963",54,6,5,1,963,0.7,4,0,0
"964",54,6,6,1,964,0.7,4,1,0
"965",55,6,1,1,965,0.5,0,0,0
"966",55,6,2,1,966,0.5,0,1,0
"967",55,6,3,1,967,0.5,0,2,1
"968",55,6,4,1,968,0.55,1,2,0
"969",55,6,5,1,969,0.55,1,3,1
"970",55,6,6,1,970,0.6,2,3,1
"971",56,6,1,1,971,0.5,0,0,1
"972",56,6,2,1,972,0.55,1,0,1
"973",56,6,3,1,973,0.6,2,0,0
"974",56,6,4,1,974,0.6,2,1,1
"975",56,6,5,1,975,0.65,3,1,1
"976",56,6,6,1,976,0.7,4,1,0
"977",57,6,1,1,977,0.5,0,0,1
"978",57,6,2,1,978,0.55,1,0,1
"979",57,6,3,1,979,0.6,2,0,1
"980",57,6,4,1,980,0.65,3,0,0
"981",57,6,5,1,981,0.65,3,1,1
"982",57,6,6,1,982,0.7,4,1,1
"983",58,6,1,1,983,0.5,0,0,0
"984",58,6,2,1,984,0.5,0,1,1
"985",58,6,3,1,985,0.55,1,1,1
"986",58,6,4,1,986,0.6,2,1,0
"987",58,6,5,1,987,0.6,2,2,1
"988",58,6,6,1,988,0.65,3,2,1
"989",59,6,1,1,989,0.5,0,0,1
"990",59,6,2,1,990,0.55,1,0,1
"991",59,6,3,1,991,0.6,2,0,1
"992",59,6,4,1,992,0.65,3,0,0
"993",59,6,5,1,993,0.65,3,1,0
"994",59,6,6,1,994,0.65,3,2,1
"995",60,6,1,1,995,0.5,0,0,0
"996",60,6,2,1,996,0.5,0,1,1
"997",60,6,3,1,997,0.55,1,1,1
"998",60,6,4,1,998,0.6,2,1,1
"999",60,6,5,1,999,0.65,3,1,0
"1000",60,6,6,1,1000,0.65,3,2,1
"1001",61,6,1,1,1001,0.5,0,0,1
"1002",61,6,2,1,1002,0.55,1,0,1
"1003",61,6,3,1,1003,0.6,2,0,1
"1004",61,6,4,1,1004,0.65,3,0,1
"1005",61,6,5,1,1005,0.7,4,0,1
"1006",61,6,6,1,1006,0.75,5,0,1
"1007",62,6,1,1,1007,0.5,0,0,0
"1008",62,6,2,1,1008,0.5,0,1,1
"1009",62,6,3,1,1009,0.55,1,1,1
"1010",62,6,4,1,1010,0.6,2,1,1
"1011",62,6,5,1,1011,0.65,3,1,1
"1012",62,6,6,1,1012,0.7,4,1,1
"1013",63,6,1,1,1013,0.5,0,0,0
"1014",63,6,2,1,1014,0.5,0,1,1
"1015",63,6,3,1,1015,0.55,1,1,0
"1016",63,6,4,1,1016,0.55,1,2,0
"1017",63,6,5,1,1017,0.55,1,3,1
"1018",63,6,6,1,1018,0.6,2,3,1
"1019",64,6,1,1,1019,0.5,0,0,0
"1020",64,6,2,1,1020,0.5,0,1,0
"1021",64,6,3,1,1021,0.5,0,2,0
"1022",64,6,4,1,1022,0.5,0,3,0
"1023",64,6,5,1,1023,0.5,0,4,0
"1024",64,6,6,1,1024,0.5,0,5,0
"1025",65,6,1,1,1025,0.5,0,0,0
"1026",65,6,2,1,1026,0.5,0,1,0
"1027",65,6,3,1,1027,0.5,0,2,1
"1028",65,6,4,1,1028,0.55,1,2,0
"1029",65,6,5,1,1029,0.55,1,3,1
"1030",65,6,6,1,1030,0.6,2,3,1
"1031",66,6,1,1,1031,0.5,0,0,0
"1032",66,6,2,1,1032,0.5,0,1,0
"1033",66,6,3,1,1033,0.5,0,2,1
"1034",66,6,4,1,1034,0.55,1,2,0
"1035",66,6,5,1,1035,0.55,1,3,0
"1036",66,6,6,1,1036,0.55,1,4,0
"1037",67,6,1,1,1037,0.5,0,0,1
"1038",67,6,2,1,1038,0.55,1,0,0
"1039",67,6,3,1,1039,0.55,1,1,0
"1040",67,6,4,1,1040,0.55,1,2,0
"1041",67,6,5,1,1041,0.55,1,3,0
"1042",67,6,6,1,1042,0.55,1,4,1
"1043",68,6,1,1,1043,0.5,0,0,1
"1044",68,6,2,1,1044,0.55,1,0,1
"1045",68,6,3,1,1045,0.6,2,0,0
"1046",68,6,4,1,1046,0.6,2,1,1
"1047",68,6,5,1,1047,0.65,3,1,0
"1048",68,6,6,1,1048,0.65,3,2,1
"1049",69,6,1,1,1049,0.5,0,0,0
"1050",69,6,2,1,1050,0.5,0,1,0
"1051",69,6,3,1,1051,0.5,0,2,1
"1052",69,6,4,1,1052,0.55,1,2,1
"1053",69,6,5,1,1053,0.6,2,2,1
"1054",69,6,6,1,1054,0.65,3,2,0
"1055",70,6,1,1,1055,0.5,0,0,0
"1056",70,6,2,1,1056,0.5,0,1,1
"1057",70,6,3,1,1057,0.55,1,1,1
"1058",70,6,4,1,1058,0.6,2,1,1
"1059",70,6,5,1,1059,0.65,3,1,1
"1060",70,6,6,1,1060,0.7,4,1,0
"1061",71,6,1,1,1061,0.5,0,0,1
"1062",71,6,2,1,1062,0.55,1,0,1
"1063",71,6,3,1,1063,0.6,2,0,1
"1064",71,6,4,1,1064,0.65,3,0,1
"1065",71,6,5,1,1065,0.7,4,0,1
"1066",71,6,6,1,1066,0.75,5,0,0
"1067",72,6,1,1,1067,0.5,0,0,1
"1068",72,6,2,1,1068,0.55,1,0,1
"1069",72,6,3,1,1069,0.6,2,0,1
"1070",72,6,4,1,1070,0.65,3,0,1
"1071",72,6,5,1,1071,0.7,4,0,0
"1072",72,6,6,1,1072,0.7,4,1,1
"1073",73,6,1,1,1073,0.5,0,0,0
"1074",73,6,2,1,1074,0.5,0,1,0
"1075",73,6,3,1,1075,0.5,0,2,0
"1076",73,6,4,1,1076,0.5,0,3,0
"1077",73,6,5,1,1077,0.5,0,4,0
"1078",73,6,6,1,1078,0.5,0,5,1
"1079",74,6,1,1,1079,0.5,0,0,0
"1080",74,6,2,1,1080,0.5,0,1,0
"1081",74,6,3,1,1081,0.5,0,2,1
"1082",74,6,4,1,1082,0.55,1,2,1
"1083",74,6,5,1,1083,0.6,2,2,1
"1084",74,6,6,1,1084,0.65,3,2,1
"1085",75,6,1,1,1085,0.5,0,0,1
"1086",75,6,2,1,1086,0.55,1,0,0
"1087",75,6,3,1,1087,0.55,1,1,1
"1088",75,6,4,1,1088,0.6,2,1,1
"1089",75,6,5,1,1089,0.65,3,1,1
"1090",75,6,6,1,1090,0.7,4,1,0
"1091",76,6,1,1,1091,0.5,0,0,0
"1092",76,6,2,1,1092,0.5,0,1,0
"1093",76,6,3,1,1093,0.5,0,2,1
"1094",76,6,4,1,1094,0.55,1,2,1
"1095",76,6,5,1,1095,0.6,2,2,1
"1096",76,6,6,1,1096,0.65,3,2,1
"1097",77,6,1,1,1097,0.5,0,0,0
"1098",77,6,2,1,1098,0.5,0,1,1
"1099",77,6,3,1,1099,0.55,1,1,1
"1100",77,6,4,1,1100,0.6,2,1,1
"1101",77,6,5,1,1101,0.65,3,1,1
"1102",77,6,6,1,1102,0.7,4,1,1
"1103",78,6,1,1,1103,0.5,0,0,1
"1104",78,6,2,1,1104,0.55,1,0,0
"1105",78,6,3,1,1105,0.55,1,1,0
"1106",78,6,4,1,1106,0.55,1,2,1
"1107",78,6,5,1,1107,0.6,2,2,0
"1108",78,6,6,1,1108,0.6,2,3,1
"1109",79,6,1,1,1109,0.5,0,0,0
"1110",79,6,2,1,1110,0.5,0,1,0
"1111",79,6,3,1,1111,0.5,0,2,1
"1112",79,6,4,1,1112,0.55,1,2,1
"1113",79,6,5,1,1113,0.6,2,2,0
"1114",79,6,6,1,1114,0.6,2,3,0
"1115",80,6,1,1,1115,0.5,0,0,1
"1116",80,6,2,1,1116,0.55,1,0,1
"1117",80,6,3,1,1117,0.6,2,0,1
"1118",80,6,4,1,1118,0.65,3,0,1
"1119",80,6,5,1,1119,0.7,4,0,1
"1120",80,6,6,1,1120,0.75,5,0,1
"1121",81,6,1,1,1121,0.5,0,0,1
"1122",81,6,2,1,1122,0.55,1,0,0
"1123",81,6,3,1,1123,0.55,1,1,1
"1124",81,6,4,1,1124,0.6,2,1,0
"1125",81,6,5,1,1125,0.6,2,2,1
"1126",81,6,6,1,1126,0.65,3,2,1
"1127",82,6,1,1,1127,0.5,0,0,0
"1128",82,6,2,1,1128,0.5,0,1,0
"1129",82,6,3,1,1129,0.5,0,2,0
"1130",82,6,4,1,1130,0.5,0,3,1
"1131",82,6,5,1,1131,0.55,1,3,1
"1132",82,6,6,1,1132,0.6,2,3,1
"1133",83,6,1,1,1133,0.5,0,0,1
"1134",83,6,2,1,1134,0.55,1,0,1
"1135",83,6,3,1,1135,0.6,2,0,1
"1136",83,6,4,1,1136,0.65,3,0,1
"1137",83,6,5,1,1137,0.7,4,0,1
"1138",83,6,6,1,1138,0.75,5,0,0
"1139",84,6,1,1,1139,0.5,0,0,1
"1140",84,6,2,1,1140,0.55,1,0,0
"1141",84,6,3,1,1141,0.55,1,1,1
"1142",84,6,4,1,1142,0.6,2,1,1
"1143",84,6,5,1,1143,0.65,3,1,1
"1144",84,6,6,1,1144,0.7,4,1,1
"1145",85,6,1,1,1145,0.5,0,0,0
"1146",85,6,2,1,1146,0.5,0,1,1
"1147",85,6,3,1,1147,0.55,1,1,1
"1148",85,6,4,1,1148,0.6,2,1,0
"1149",85,6,5,1,1149,0.6,2,2,1
"1150",85,6,6,1,1150,0.65,3,2,1
"1151",86,6,1,1,1151,0.5,0,0,0
"1152",86,6,2,1,1152,0.5,0,1,1
"1153",86,6,3,1,1153,0.55,1,1,0
"1154",86,6,4,1,1154,0.55,1,2,0
"1155",86,6,5,1,1155,0.55,1,3,0
"1156",86,6,6,1,1156,0.55,1,4,1
"1157",87,6,1,1,1157,0.5,0,0,1
"1158",87,6,2,1,1158,0.55,1,0,1
"1159",87,6,3,1,1159,0.6,2,0,1
"1160",87,6,4,1,1160,0.65,3,0,1
"1161",87,6,5,1,1161,0.7,4,0,1
"1162",87,6,6,1,1162,0.75,5,0,1
"1163",88,6,1,1,1163,0.5,0,0,1
"1164",88,6,2,1,1164,0.55,1,0,0
"1165",88,6,3,1,1165,0.55,1,1,0
"1166",88,6,4,1,1166,0.55,1,2,1
"1167",88,6,5,1,1167,0.6,2,2,0
"1168",88,6,6,1,1168,0.6,2,3,1
"1169",89,6,1,1,1169,0.5,0,0,0
"1170",89,6,2,1,1170,0.5,0,1,0
"1171",89,6,3,1,1171,0.5,0,2,0
"1172",89,6,4,1,1172,0.5,0,3,1
"1173",89,6,5,1,1173,0.55,1,3,0
"1174",89,6,6,1,1174,0.55,1,4,1
"1175",90,6,1,1,1175,0.5,0,0,1
"1176",90,6,2,1,1176,0.55,1,0,1
"1177",90,6,3,1,1177,0.6,2,0,1
"1178",90,6,4,1,1178,0.65,3,0,1
"1179",90,6,5,1,1179,0.7,4,0,1
"1180",90,6,6,1,1180,0.75,5,0,0
"1181",91,6,1,1,1181,0.5,0,0,0
"1182",91,6,2,1,1182,0.5,0,1,1
"1183",91,6,3,1,1183,0.55,1,1,0
"1184",91,6,4,1,1184,0.55,1,2,0
"1185",91,6,5,1,1185,0.55,1,3,1
"1186",91,6,6,1,1186,0.6,2,3,1
"1187",92,6,1,1,1187,0.5,0,0,1
"1188",92,6,2,1,1188,0.55,1,0,1
"1189",92,6,3,1,1189,0.6,2,0,1
"1190",92,6,4,1,1190,0.65,3,0,0
"1191",92,6,5,1,1191,0.65,3,1,1
"1192",92,6,6,1,1192,0.7,4,1,0
"1193",93,6,1,1,1193,0.5,0,0,1
